Název VŠ;Součást vysoké školy;Název programu;Typ programu;Forma studia;Doba studia;Název oboru;Jazyk výuky;Oprávnění konat rigorózní zkoušku;Komise;Akreditace udělena;Datum platnosti akreditace;Akreditace omezena;Číslo jednací;STUDPROG;AKVO
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Physical Education and Sport;Navazující magisterský;K, P;2;Physical Education and Sport;Anglicky;NE;04/2005;ANO;20.10.2015;NE;14137/2006;N7401;7401T005
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Physical Education and Sport;Navazující magisterský;K, P;2;Physical Education and Sport (jednooborové);Anglicky;NE;03/2009;ANO;01.11.2017;NE;14756/2009;N7401;7401T005
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Physical Education and Sport;Navazující magisterský;P;2;Sports Management;Anglicky;NE;04/2005;ANO;20.10.2015;NE;14137/2006;N7401;6208T101
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Specializace ve zdravotnictví;Bakalářský;P;3;Fyzioterapie;Česky;NE;04/2005;ANO;20.10.2015;NE;14137/2006;B5345;5342R004
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Specializace ve zdravotnictví;Bakalářský;P;3;Ortotik - protetik;Česky;NE;03/2010;ANO;31.07.2016;NE;19418/2010;B5345;5345R026
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Specializace ve zdravotnictví;Bakalářský;K;3;Ortotik-protetik;Česky;NE;04/2010;ANO;31.07.2016;NE;26321/2010;B5345;5345R026
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Specializace ve zdravotnictví;Navazující magisterský;P;2;Fyzioterapie;Česky;NE;04/2005;ANO;20.10.2015;NE;14137/2006;N5345;5342T004
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Specializations in Health Service;Bakalářský;P;3;Physiotherapy;Anglicky;NE;04/2005;ANO;20.10.2015;NE;14137/2006;B5345;5342R004
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Specializations in Health Service;Navazující magisterský;P;2;Physiotherapy;Anglicky;NE;04/2005;ANO;20.10.2015;NE;14137/2006;N5345;5342T004
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Bakalářský;K, P;3;Aplikovaná tělesná výchova a sport osob se specifickými potřebami (jednooborové);Česky;NE;03/2013;ANO;31.07.2017;NE;18743/2013;B7401;7401R019
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Bakalářský;P;3;Management tělesné výchovy a sportu (jednooborové);Česky;NE;03/2009;ANO;01.11.2017;NE;14756/2009;B7401;6208R050
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Bakalářský;P;3;Ochrana obyvatelstva se zaměřením na vzdělávání (dvouoborové);Česky;NE;04/2013;ANO;01.11.2017;NE;40487/2013;B7401;7507R101
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Bakalářský;P;3;Tělesná výchova a sport (dvouoborové);Česky;NE;03/2009;ANO;01.11.2017;NE;14756/2009;B7401;7401R005
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Bakalářský;K, P;3;Tělesná výchova a sport (jednooborové);Česky;NE;03/2009;ANO;01.11.2017;NE;14756/2009;B7401;7401R005
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Bakalářský;K, P;3;Tělesná výchova a sport osob se specifickými potřebami (jednooborové);Česky;NE;03/2009;ANO;01.11.2017;NE;14756/2009;B7401;7401R019
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Bakalářský;P;3;Tělesná výchova a sport se zaměřením na vzdělávání (dvouoborové);Česky;NE;03/2009;ANO;01.11.2017;NE;14756/2009;B7401;7507R043
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Bakalářský;K, P;3;Vojenská tělovýchova (jednooborové);Česky;NE;03/2009;ANO;01.11.2017;NE;14756/2009;B7401;7401R007
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Magisterský;P;4;Management tělesné výchovy a sportu;Česky;ANO;04/2010;ANO;31.10.2015;NE;26321/2010;M7401;6208T050
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Magisterský;K, P;4;Tělesná výchova a sport;Česky;ANO;04/2010;ANO;31.10.2015;NE;26321/2010;M7401;7401T005
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Magisterský;K, P;4;Vojenská tělovýchova;Česky;ANO;04/2010;ANO;31.10.2015;NE;26321/2010;M7401;7401T007
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Navazující magisterský;K, P;2;Aplikovaná tělesná výchova a sport osob se specifickými potřebami (jednooborové);Česky;ANO;03/2013;ANO;31.07.2017;NE;18743/2013;N7401;7401T019
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Navazující magisterský;P;2;Management tělesné výchovy a sportu (jednooborové);Česky;ANO;03/2009;ANO;01.11.2017;NE;14756/2009;N7401;6208T050
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Navazující magisterský;K;2;Tělesná a pracovní výchova zdravotně postižených;Česky;ANO;01/2012;ANO;31.10.2016;NE;6937/2012;N7401;5342R013
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Navazující magisterský;K, P;2;Tělesná výchova a sport (jednooborové);Česky;ANO;03/2009;ANO;01.11.2017;NE;14756/2009;N7401;7401T005
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Navazující magisterský;K, P;2;Tělesná výchova a sport osob se specifickými potřebami (jednooborové);Česky;ANO;04/2013;ANO;31.10.2017;NE;40487/2013;N7401;7401T019
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Navazující magisterský;P;2;Učitelství pro střední školy - Ochrana obyvatelstva (dvouoborové);Česky;ANO;04/2013;ANO;01.11.2017;NE;40487/2013;N7401;7504T318
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Navazující magisterský;P;2;Učitelství pro střední školy - tělesná výchova (dvouoborové);Česky;ANO;03/2009;ANO;01.11.2017;NE;14756/2009;N7401;7504T265
Univerzita Karlova;Fakulta tělesné výchovy a sportu;Tělesná výchova a sport;Navazující magisterský;K, P;2;Vojenská tělovýchova (jednooborové);Česky;ANO;03/2009;ANO;01.11.2017;NE;14756/2009;N7401;7401T007
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Biochemie;Doktorský;K, P;4;Patobiochemie a xenobiochemie;Česky;NE;01/2010;ANO;10.02.2018;NE;3794/2010;P1406;1406V006
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Biochemie;Doktorský;K, P;4;Patobiochemie a xenobiochemie;Česky;NE;04/2012;ANO;31.12.2020;NE;43228/2012;P1406;1406V006
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Biochemistry;Doktorský;K, P;4;Pathobiochemistry and Xenobiochemistry;Anglicky;NE;01/2010;ANO;10.02.2018;NE;3794/2010;P1406;1406V006
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Biochemistry;Doktorský;K, P;4;Pathobiochemistry and Xenobiochemistry;Anglicky;NE;04/2012;ANO;31.12.2020;NE;43228/2012;P1406;1406V006
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Farmacie;Magisterský;P;5;Farmacie;Česky;ANO;05/2011;ANO;31.12.2019;NE;41280/2011;M5206;5206T004
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Farmacie;Doktorský;K, P;4;Farmaceutická analýza;Česky;NE;03/2008;ANO;31.07.2016;NE;15024/2008;P5206;5206V018
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Farmacie;Doktorský;K, P;4;Farmaceutická analýza;Česky;NE;04/2012;ANO;31.12.2020;NE;43228/2012;P5206;5206V018
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Farmacie;Doktorský;K, P;4;Farmaceutická chemie;Česky;NE;04/2012;ANO;31.12.2020;NE;43228/2012;P5206;5206V001
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Farmacie;Doktorský;K, P;4;Farmaceutická technologie;Česky;NE;04/2013;ANO;01.03.2018;NE;40489/2013;P5206;5206V002
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Farmacie;Doktorský;K, P;4;Farmakognosie;Česky;NE;01/2012;ANO;31.03.2020;NE;6938/2012;P5206;5206V005
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Farmacie;Doktorský;K, P;4;Farmakognozie a toxikologie přírodních látek;Česky;NE;03/2014;ANO;31.03.2020;NE;MSMT/24508/2014;P5206;
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Farmacie;Doktorský;K, P;4;Farmakologie a toxikologie;Česky;NE;04/2012;ANO;31.12.2020;NE;43228/2012;P5206;5206V007
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Farmacie;Doktorský;K, P;4;Farmakologie a toxikologie;Česky;NE;04/2009;ANO;01.11.2017;NE;22378/2009;P5206;5206V007
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Farmacie;Doktorský;K, P;4;Klinická a sociální farmacie;Česky;NE;03/2014;ANO;31.03.2020;NE;MSMT/24508/2014;P5206;
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Farmacie;Doktorský;K, P;4;Klinická farmacie;Česky;NE;02/2010;ANO;31.05.2018;NE;11178/2010;P5206;5206V010
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Farmacie;Doktorský;K, P;3;Sociální farmacie - lékárenství;Česky;NE;04/2012;ANO;31.12.2014;NE;43228/2012;P5206;5206V012
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Farmacie;Doktorský;K, P;4;Toxikologie přírodních látek;Česky;NE;05/2009;ANO;31.12.2017;NE;28814/2009;P5206;5206V015
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Healthcare Bioanalytics;Doktorský;K, P;4;Bioanalytical Chemistry;Anglicky;NE;05/2009;ANO;31.12.2017;NE;28814/2009;P5207;5207V003
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Organic Chemistry;Doktorský;K, P;4;Bioorganic Chemistry;Anglicky;NE;03/2008;ANO;31.07.2016;NE;15024/2008;P1406;1406V005
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Organic Chemistry;Doktorský;K, P;4;Bioorganic Chemistry;Anglicky;NE;04/2012;ANO;31.12.2020;NE;43228/2012;P1406;1406V005
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Organická chemie;Doktorský;K, P;4;Bioorganická chemie;Česky;NE;03/2008;ANO;31.07.2016;NE;15024/2008;P1406;1406V005
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Organická chemie;Doktorský;K, P;4;Bioorganická chemie;Česky;NE;04/2012;ANO;31.12.2020;NE;43228/2012;P1406;1406V005
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Pharmacy;Magisterský;P;5;Pharmacy;Anglicky;ANO;05/2011;ANO;31.12.2019;NE;41280/2011;M5206;5206T004
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Pharmacy;Doktorský;K, P;4;Clinical and Social Pharmacy;Anglicky;NE;03/2014;ANO;31.03.2020;NE;MSMT/24508/2014;P5206;
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Pharmacy;Doktorský;K, P;4;Clinical Pharmacy;Anglicky;NE;02/2010;ANO;31.05.2018;NE;11178/2010;P5206;5206V010
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Pharmacy;Doktorský;K, P;4;Pharmaceutical Analysis;Anglicky;NE;03/2008;ANO;31.07.2016;NE;15024/2008;P5206;5206V018
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Pharmacy;Doktorský;K, P;4;Pharmaceutical Analysis;Anglicky;NE;04/2012;ANO;31.12.2020;NE;43228/2012;P5206;5206V018
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Pharmacy;Doktorský;K, P;4;Pharmaceutical Chemistry;Anglicky;NE;04/2012;ANO;31.12.2020;NE;43228/2012;P5206;5206V001
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Pharmacy;Doktorský;K, P;4;Pharmaceutical Technology;Anglicky;NE;04/2013;ANO;01.03.2018;NE;40489/2013;P5206;5206V002
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Pharmacy;Doktorský;K, P;4;Pharmacognosy;Anglicky;NE;01/2012;ANO;31.03.2020;NE;6938/2012;P5206;5206V005
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Pharmacy;Doktorský;K, P;4;Pharmacognosy and Toxicology of Natural Compounds;Anglicky;NE;03/2014;ANO;31.03.2020;NE;MSMT/24508/2014;P5206;
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Pharmacy;Doktorský;K, P;4;Pharmacology and Toxicology;Anglicky;NE;04/2012;ANO;31.12.2020;NE;43228/2012;P5206;5206V007
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Pharmacy;Doktorský;K, P;4;Pharmacology and Toxicology;Anglicky;NE;04/2009;ANO;01.11.2017;NE;22378/2009;P5206;5206V007
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Pharmacy;Doktorský;K, P;3;Social Pharmacy;Anglicky;NE;04/2012;ANO;31.12.2014;NE;43228/2012;P5206;5206V012
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Pharmacy;Doktorský;K, P;4;Toxicology of Natural Products;Anglicky;NE;05/2009;ANO;31.12.2017;NE;28814/2009;P5206;5206V015
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Vojenská farmacie;Magisterský;P;5;;Česky;NE;02/2010;ANO;12.05.2020;NE;12189/2010;M5209;5206T000
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Zdravotnická bioanalytika;Bakalářský;K, P;3;Zdravotní laborant;Česky;NE;03/2012;ANO;30.06.2018;NE;28964/2012;B5207;5345R020
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Zdravotnická bioanalytika;Navazující magisterský;P;2;Odborný pracovník v laboratorních metodách;Česky;ANO;05/2013;ANO;31.01.2021;NE;48808/2013;N5207;5207T002
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Zdravotnická bioanalytika;Navazující magisterský;K;2;Odborný pracovník v laboratorních metodách;Česky;ANO;05/2013;ANO;31.01.2021;NE;48808/2013;N5207;5207T002
Univerzita Karlova;Farmaceutická fakulta v Hradci Králové;Zdravotnická bioanalytika;Doktorský;K, P;4;Bioanalytická chemie;Česky;NE;05/2009;ANO;31.12.2017;NE;28814/2009;P5207;5207V003
Univerzita Karlova;Filozofická fakulta;Allgemaine Teorie und Geschichte der Kunst und Kultur;Doktorský;K, P;3;Musikwissenschaft;Německy;NE;01/2012;ANO;31.07.2019;NE;6939/2012;P8104;
Univerzita Karlova;Filozofická fakulta;Anglistika - amerikanistika;Bakalářský;P;3;Anglistika - amerikanistika (dvouoborové);Česky;NE;03/2008;ANO;31.07.2016;NE;13808/2008;B7311;7310R014
Univerzita Karlova;Filozofická fakulta;Anglistika - amerikanistika;Bakalářský;P;3;Anglistika - amerikanistika (jednooborové);Česky;NE;03/2008;ANO;31.07.2016;NE;13808/2008;B7311;7310R014
Univerzita Karlova;Filozofická fakulta;Anglistika - amerikanistika;Magisterský;P;5;Anglistika - amerikanistika (dvouoborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7311;7310T014
Univerzita Karlova;Filozofická fakulta;Anglistika - amerikanistika;Magisterský;P;5;Anglistika - amerikanistika (jednooborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7311;7310T014
Univerzita Karlova;Filozofická fakulta;Anglistika - amerikanistika;Navazující magisterský;P;2;Anglistika - amerikanistika;Česky;ANO;02/2005;ANO;05.05.2015;NE;12699/2006;N7311;7310T014
Univerzita Karlova;Filozofická fakulta;Anglistika - amerikanistika;Navazující magisterský;P;2;Anglistika - amerikanistika (dvouoborové);Česky;ANO;03/2012;ANO;31.10.2016;NE;28980/2012;N7311;7310T014
Univerzita Karlova;Filozofická fakulta;Anglistika - amerikanistika;Navazující magisterský;P;2;Anglistika - amerikanistika (jednooborové);Česky;ANO;04/2014;ANO;31.10.2018;NE;MSMT-35609/2014;N7311;7310T014
Univerzita Karlova;Filozofická fakulta;Čeština v komunikaci neslyšících;Bakalářský;P;3;Čeština v komunikaci neslyšících (dvouoborové);Česky;NE;05/2007;ANO;31.12.2015;NE;28478/2007;B7312;7310R041
Univerzita Karlova;Filozofická fakulta;Čeština v komunikaci neslyšících;Bakalářský;P;3;Čeština v komunikaci neslyšících (jednooborové);Česky;NE;05/2007;ANO;31.12.2015;NE;28478/2007;B7312;7310R041
Univerzita Karlova;Filozofická fakulta;Čeština v komunikaci neslyšících;Magisterský;P;5;Čeština v komunikaci neslyšících (dvouoborové);Česky;ANO;03/2013;ANO;31.10.2017;NE;19189/2013;M7312;7310T041
Univerzita Karlova;Filozofická fakulta;Čeština v komunikaci neslyšících;Navazující magisterský;P;2;Čeština v komunikaci neslyšících (jednooborové);Česky;ANO;01/2007;ANO;01.03.2015;NE;6562/2007;N7312;7310T041
Univerzita Karlova;Filozofická fakulta;Čeština v komunikaci neslyšících;Navazující magisterský;P;2;Čeština v komunikaci neslyšících (jednooborové);Česky;ANO;04/2014;ANO;01.03.2019;NE;MSMT-35609/2014;N7312;7310T041
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Arabistika (dvouoborové);Česky;NE;01/2010;ANO;01.03.2018;NE;3795/2010;B7310;7310R202
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Český jazyk a literatura (dvouoborové);Česky;NE;04/2009;ANO;01.12.2017;NE;22379/2009;B7310;7310R033
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Český jazyk a literatura (jednooborové);Česky;NE;04/2009;ANO;01.12.2017;NE;22379/2009;B7310;7310R033
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Čeština pro cizince (jednooborové);Česky;NE;01/2008;ANO;31.05.2016;NE;2957/2008;B7310;7310R040
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Dánská studia (dvouoborové);Česky;NE;01/2014;ANO;31.12.2022;NE;6095/2014;B7310;7310R251
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Finská studia (dvouoborové);Česky;NE;01/2014;ANO;31.12.2022;NE;6095/2014;B7310;7310R298
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Fonetika (dvouoborové);Česky;NE;04/2013;ANO;01.03.2022;NE;40491/2013;B7310;7310R050
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Francouzská filologie (dvouoborové);Česky;NE;06/2006;ANO;31.12.2014;NE;29006/2006;B7310;7310R051
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Francouzská filologie (dvouoborové);Česky;NE;03/2014;ANO;31.12.2022;NE;MSMT/24510/2014;B7310;7310R051
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Francouzská filologie (jednooborové);Česky;NE;06/2006;ANO;31.12.2014;NE;29006/2006;B7310;7310R051
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Francouzská filologie (jednooborové);Česky;NE;03/2014;ANO;31.12.2022;NE;MSMT/24510/2014;B7310;7310R051
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Hebraistika (jednooborové);Česky;NE;01/2010;ANO;01.03.2018;NE;3795/2010;B7310;7310R061
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Hispanistika (dvouoborové);Česky;NE;06/2006;ANO;31.12.2014;NE;29006/2006;B7310;7310R259
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Hispanistika (dvouoborové);Česky;NE;03/2014;ANO;31.12.2022;NE;MSMT/24510/2014;B7310;7310R259
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Hispanistika (jednooborové);Česky;NE;06/2006;ANO;31.12.2014;NE;29006/2006;B7310;7310R259
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Hispanistika (jednooborové);Česky;NE;03/2014;ANO;31.12.2022;NE;MSMT/24510/2014;B7310;7310R259
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Iberoamerická kultura (jednooborové);Česky;NE;06/2006;ANO;31.12.2014;NE;29006/2006;B7310;7310R260
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Iberoamerická kultura (jednooborové);Česky;NE;04/2014;ANO;31.10.2018;NE;MSMT-35609/2014;B7310;7310R260
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Indologie (dvouoborové);Česky;NE;01/2014;ANO;31.10.2018;NE;6095/2014;B7310;7310R065
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Indologie (jednooborové);Česky;NE;05/2009;ANO;31.12.2017;NE;28815/2009;B7310;7310R065
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Íránistika (dvouoborové);Česky;NE;01/2010;ANO;01.03.2018;NE;3795/2010;B7310;7310R067
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Italianistika (dvouoborové);Česky;NE;01/2008;ANO;01.03.2016;NE;2957/2008;B7310;7310R285
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Italianistika (jednooborové);Česky;NE;01/2008;ANO;01.03.2016;NE;2957/2008;B7310;7310R285
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Japonská studia (jednooborové);Česky;NE;02/2014;ANO;31.07.2018;NE;MSMT/14387/2014;B7310;7310R234
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Jihovýchodoevropská studia (dvouoborové);Česky;NE;05/2010;ANO;01.03.2017;NE;33994/2010;B7310;7310R264
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Jihovýchodoevropská studia (jednooborové);Česky;NE;05/2010;ANO;01.03.2017;NE;33994/2010;B7310;7310R264
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Koreanistika (dvouoborové);Česky;NE;05/2009;ANO;31.12.2017;NE;28815/2009;B7310;7310R083
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Koreanistika (jednooborové);Česky;NE;05/2009;ANO;31.12.2017;NE;28815/2009;B7310;7310R083
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Latina (dvouoborové);Česky;NE;01/2012;ANO;31.10.2016;NE;6939/2012;B7310;7310R085
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Latinský jazyk a literatura (dvouoborové);Česky;NE;01/2012;ANO;31.03.2020;NE;6939/2012;B7310;7310R088
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Mongolistika (dvouoborové);Česky;NE;04/2012;ANO;01.11.2018;NE;43230/2012;B7310;7310R099
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Mongolistika (jednooborové);Česky;NE;04/2012;ANO;01.11.2018;NE;43230/2012;B7310;7310R099
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Německý jazyk a literatura (dvouoborové);Česky;NE;02/2012;ANO;31.07.2020;NE;16461/2012;B7310;7310R106
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Německý jazyk a literatura (jednooborové);Česky;NE;02/2012;ANO;31.07.2020;NE;16461/2012;B7310;7310R106
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Nizozemský jazyk a literatura (dvouoborové);Česky;NE;01/2009;ANO;01.03.2015;NE;3043/2009;B7310;7310R109
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Nizozemský jazyk a literatura (dvouoborové);Česky;NE;04/2014;ANO;01.03.2021;NE;MSMT-35609/2014;B7310;7310R109
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Nizozemský jazyk a literatura (jednooborové);Česky;NE;01/2009;ANO;01.03.2015;NE;3043/2009;B7310;7310R109
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Nizozemský jazyk a literatura (jednooborové);Česky;NE;04/2014;ANO;01.03.2021;NE;MSMT-35609/2014;B7310;7310R109
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Norská studia (dvouoborové);Česky;NE;01/2014;ANO;31.12.2022;NE;6095/2014;B7310;7310R252
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Novořecká filologie (dvouoborové);Česky;NE;01/2012;ANO;31.03.2020;NE;6939/2012;B7310;7310R114
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Novořečtina (dvouoborové);Česky;NE;01/2012;ANO;31.10.2016;NE;6939/2012;B7310;7310R114
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Obecná jazykověda (dvouoborové);Česky;NE;02/2012;ANO;31.10.2016;NE;16461/2012;B7310;7310R115
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Obecná jazykověda (dvouoborové);Česky;NE;01/2009;ANO;01.03.2015;NE;3043/2009;B7310;7310R115
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Obecná lingvistika (dvouoborové);Česky;NE;02/2012;ANO;31.07.2020;NE;16461/2012;B7310;7310R116
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Portugalistika (dvouoborové);Česky;NE;01/2009;ANO;01.03.2015;NE;3043/2009;B7310;7310R312
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Portugalistika (dvouoborové);Česky;NE;04/2014;ANO;01.03.2021;NE;MSMT-35609/2014;B7310;7310R312
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Portugalistika (jednooborové);Česky;NE;01/2009;ANO;01.03.2015;NE;3043/2009;B7310;7310R312
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Portugalistika (jednooborové);Česky;NE;04/2014;ANO;01.03.2021;NE;MSMT-35609/2014;B7310;7310R312
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Romistika (dvouoborové);Česky;NE;01/2014;ANO;30.06.2018;NE;6095/2014;B7310;7310R215
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Romistika (jednooborové);Česky;NE;01/2014;ANO;30.06.2018;NE;6095/2014;B7310;7310R215
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Ruský jazyk a literatura (jednooborové);Česky;NE;01/2012;ANO;31.03.2020;NE;6939/2012;B7310;7310R151
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Řecká antická filologie (dvouoborové);Česky;NE;01/2012;ANO;31.03.2020;NE;6939/2012;B7310;7310R247
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Sinologie (dvouoborové);Česky;NE;04/2013;ANO;01.03.2022;NE;40491/2013;B7310;7310R159
Univerzita Karlova;Filozofická fakulta;Filologie;Bakalářský;P;3;Sinologie (jednooborové);Česky;NE;05/2009;ANO;31.12.2017;NE;28815/2009;B7310;7310R159
